ID.pts,long,lat,bio12,bio14,bio15,elevation,prop_cropland,prop_water,prop_urban,prop_grassland,prop_snow_ice,prop_treecover,prop_shrubland,NDVI.mean,NDVI.SD,bio1,Zooreg,RealmID,Realm_incomplete,Realm
1,-56.85,-5.066666667,2212,61,48,84,0.000906892,0.179564692,0,0,0,0.811366385,0,6022,3368,267,5,2,Neotropical,Neotropical
2,-56.91666667,-5.216666667,2210,53,49,75,0.000604595,0.212515115,0,0,0,0.74879081,0,5515,3601,268,5,2,Neotropical,Neotropical
3,-56.43333333,-4.7,2147,68,46,84,0.000906892,0.224909311,0,0,0,0.745163241,0,5934,3622,270,5,2,Neotropical,Neotropical
4,-56.43333333,-5.1,2267,64,48,115,0,0.039903265,0.000906892,0,0,0.933192261,0,6843,2131,268,5,2,Neotropical,Neotropical
5,-56.28333333,-4.5,2102,71,46,34,0.081620314,0.150846433,0,0.000604595,0,0.687122128,0.002720677,6615,2870,270,5,2,Neotropical,Neotropical
6,-56.63333333,-4.683333333,2192,65,47,67,0.002116082,0.184099154,0,0,0,0.789903265,0,6098,3421,270,5,2,Neotropical,Neotropical
7,-56.26555556,-4.44,2137,68,48,30,0.168878166,0.134499397,0.000301568,0.004523522,0,0.605850422,0.003920386,6466,2912,272,5,2,Neotropical,Neotropical
8,-40.14304444,-6.615333333,500,3,105,465,0.12,0.003909774,0,0.003007519,0,0.052330827,0.771729323,5033,2065,249,5,2,Neotropical,Neotropical
9,-47.613628,-15.546044,1426,5,76,1051,0.064412708,0.005246284,0.052754299,0,0,0.153599534,0.449431653,5155,1752,214,5,2,Neotropical,Neotropical
10,-64.8,-0.4,2568,160,23,63,0,0.067657767,0,0,0,0.917475728,0,7227,2289,267,5,2,Neotropical,Neotropical
11,-64.91666667,-0.583333333,2548,154,22,34,0,0.10618932,0.000910194,0,0,0.673847087,0,7054,2393,267,5,2,Neotropical,Neotropical
12,-62.935,-4.998,2433,82,43,37,0,0.148526759,0,0,0,0.265484065,0,6497,2670,264,5,2,Neotropical,Neotropical
13,-63.2,-5.716666667,2463,65,49,69,0.010278114,0.069226119,0.001511487,0,0,0.744558646,0.001813785,6896,2073,264,5,2,Neotropical,Neotropical
14,-35.16666667,-5.916666667,1298,19,68,29,0.106582126,0.432669082,0.081219807,0.120169082,0,0.075483092,0.026268116,1676,4102,257,5,2,Neotropical,Neotropical
15,-57.019,-19.57666,1204,27,57,91,0,0.000571102,0,0,0,0.086807539,0.013706453,6276,933,257,5,2,Neotropical,Neotropical
16,-58.15055556,-16.47666667,1330,19,68,119,0.06699536,0,0,0.020301624,0,0.379060325,0.056264501,6536,1522,261,5,2,Neotropical,Neotropical
17,-37.26666667,-6.566666667,720,2,112,231,0.046630566,0.001504212,0,0,0,0.066486161,0.885379061,4820,1542,264,5,2,Neotropical,Neotropical
18,-46.75,-3.7,1574,27,82,203,0.024545455,0,0,0.008181818,0,0.965757576,0,6818,2376,261,5,2,Neotropical,Neotropical
19,-56.36722222,-1.785833333,2416,59,57,85,0.016036309,0.000605144,0,0,0,0.9397882,0.0096823,7163,2193,270,5,2,Neotropical,Neotropical
20,-56.53138889,-1.602222222,2424,66,55,145,0.003022975,0,0,0,0,0.991535671,0.000302297,7142,2323,270,5,2,Neotropical,Neotropical
21,-56.51888889,-1.6275,2424,66,55,151,0.014826021,0,0.001512859,0.001815431,0,0.958245083,0.002420575,6984,2493,270,5,2,Neotropical,Neotropical
22,-56.53222222,-1.628611111,2424,66,55,151,0.0081571,0,0.001510574,0.001510574,0,0.972205438,0.001812689,7054,2415,270,5,2,Neotropical,Neotropical
23,-56.52861111,-1.647777778,2424,66,55,151,0.014207981,0,0.001813785,0.002116082,0,0.957073761,0.003022975,7032,2455,270,5,2,Neotropical,Neotropical
24,-56.52,-1.786666667,2377,55,57,121,0.009673519,0,0,0.003929867,0,0.961003628,0.012696493,7135,2343,270,5,2,Neotropical,Neotropical
25,-56.51527778,-1.800833333,2377,55,57,123,0.014470907,0,0,0.003919204,0,0.954778414,0.012662044,7133,2311,270,5,2,Neotropical,Neotropical
26,-56.49555556,-1.798888889,2416,59,57,107,0.016007249,0,0,0.003926306,0,0.952280278,0.013289037,7093,2337,270,5,2,Neotropical,Neotropical
27,-56.52111111,-1.805277778,2377,55,57,123,0.017808633,0,0,0.003923936,0,0.950799879,0.013281014,7133,2304,270,5,2,Neotropical,Neotropical
28,-60.71972222,-12.22927778,1807,9,70,321,0.070710059,0,0.000295858,0,0,0.894674556,0.005325444,7330,1688,228,5,2,Neotropical,Neotropical
29,-59.68274444,-13.82132778,1908,11,68,638,0.061158483,0,0,0.023816525,0,0.624522199,0.136430462,6742,2005,219,5,2,Neotropical,Neotropical
30,-64.7,-9.33,1933,27,58,106,0.125448029,0.086320191,0,0.001792115,0,0.699223417,0.013142174,6368,2592,261,5,2,Neotropical,Neotropical
31,-64.383,-9.45,2014,28,59,113,0.16129994,0,0,0,0,0.833333333,0.005366726,7596,1774,261,5,2,Neotropical,Neotropical
32,-64.4833,-9.1167,2022,25,59,99,0.068554396,0.062295082,0,0.00119225,0,0.84709389,0.009538003,6918,2494,261,5,2,Neotropical,Neotropical
33,-64.7167,-9.3167,1933,27,58,103,0.069150522,0.087630402,0,0.00119225,0,0.779433681,0.00804769,6393,2702,261,5,2,Neotropical,Neotropical
34,-64.633,-9.133,1987,26,58,112,0.012835821,0.067761194,0,0,0,0.909552239,0.00119403,7169,2297,261,5,2,Neotropical,Neotropical
35,-64.5,-9.15,2022,25,59,96,0.075089392,0.090286055,0.001191895,0.001191895,0,0.810488677,0.005959476,6792,2573,261,5,2,Neotropical,Neotropical
36,-64.633,-9.15,1987,26,58,112,0.026268657,0.078208955,0,0,0,0.880895522,0.003283582,7029,2397,261,5,2,Neotropical,Neotropical
37,-64.4833,-9.133,2022,25,59,96,0.067362146,0.078092399,0.00119225,0.00119225,0,0.83338301,0.006259314,6838,2556,261,5,2,Neotropical,Neotropical
38,-64.35,-9.45,2014,28,59,118,0.088796186,0,0,0,0,0.907926103,0.003277712,7676,1737,261,5,2,Neotropical,Neotropical
39,-64.35,-9.433,2014,28,59,118,0.092316855,0,0,0,0,0.905002978,0.002680167,7660,1762,261,5,2,Neotropical,Neotropical
40,-64.73,-9.283,1933,27,58,107,0.026825633,0.077496274,0,0,0,0.86557377,0.002086438,6885,2446,261,5,2,Neotropical,Neotropical
41,-64.083,-8.8,2056,20,59,92,0.097072879,0.058841099,0,0.00567503,0,0.638888889,0.019414576,6605,2382,260,5,2,Neotropical,Neotropical
42,-64.23,-9.0167,2063,25,59,82,0.180161339,0.090528832,0,0.005676725,0,0.578129668,0.028682402,6606,2640,261,5,2,Neotropical,Neotropical
43,-64.7167,-9.283,1933,27,58,107,0.037831397,0.08370569,0,0.00119154,0,0.841227286,0.002085195,6646,2643,261,5,2,Neotropical,Neotropical
44,-64.467,-9.1167,2022,25,59,99,0.075223881,0.06119403,0.000895522,0.00119403,0,0.84119403,0.009253731,6941,2453,261,5,2,Neotropical,Neotropical
45,-64.6167,-9.15,1987,26,58,100,0.031883194,0.085220501,0,0,0,0.86352801,0.005363528,6945,2463,261,5,2,Neotropical,Neotropical
46,-64.7,-9.3167,1933,27,58,106,0.090286055,0.091775924,0,0.001191895,0,0.743146603,0.011323004,6351,2656,261,5,2,Neotropical,Neotropical
47,-64.75,-9.267,1933,27,58,107,0.013110846,0.047675805,0,0,0,0.929380215,0.001191895,7264,2094,261,5,2,Neotropical,Neotropical
48,-64.7167,-9.33,1933,27,58,103,0.100089633,0.085748431,0,0.0011951,0,0.737376755,0.009262026,6391,2636,261,5,2,Neotropical,Neotropical
49,-64.233,-9.05,2063,25,59,91,0.179104478,0.094328358,0,0.00238806,0,0.62119403,0.040895522,6658,2695,261,5,2,Neotropical,Neotropical
50,-64.5,-9.133,2022,25,59,96,0.062574493,0.078963051,0,0.001191895,0,0.837902265,0.006555423,6839,2572,261,5,2,Neotropical,Neotropical
51,-64.67,-9.33,1933,27,58,106,0.149672033,0.086463924,0,0.001788909,0,0.664579606,0.020870602,6417,2515,261,5,2,Neotropical,Neotropical
52,-64.683,-9.33,1933,27,58,106,0.136933174,0.087708831,0,0.001789976,0,0.679892601,0.016706444,6385,2554,261,5,2,Neotropical,Neotropical
53,-64.7167,-9.3,1933,27,58,103,0.044100119,0.088498212,0,0.001191895,0,0.820619785,0.005661502,6435,2770,261,5,2,Neotropical,Neotropical
54,-64.467,-9.1,2022,25,59,99,0.078507463,0.040298507,0,0.000597015,0,0.860298507,0.009850746,7118,2214,261,5,2,Neotropical,Neotropical
55,-64.33,-9.433,2070,27,59,121,0.087008343,0,0,0,0,0.910309893,0.002681764,7645,1759,260,5,2,Neotropical,Neotropical
56,-64.6,-9.167,1973,27,58,83,0.060786651,0.10011919,0,0,0,0.811084625,0.00864124,6700,2614,262,5,2,Neotropical,Neotropical
57,-64.6167,-9.167,1973,27,58,83,0.053055142,0.096274218,0,0,0,0.825633383,0.007451565,6777,2575,262,5,2,Neotropical,Neotropical
58,-64.367,-9.433,2014,28,59,118,0.128579952,0,0,0,0,0.864260143,0.007159905,7628,1784,261,5,2,Neotropical,Neotropical
59,-64.6167,-9.133,1987,26,58,100,0.015797317,0.075111773,0,0,0,0.897168405,0.002086438,7086,2372,261,5,2,Neotropical,Neotropical
60,-64.367,-9.45,2014,28,59,118,0.117769827,0,0,0,0,0.876267144,0.005963029,7643,1765,261,5,2,Neotropical,Neotropical
61,-64.73,-9.3,1933,27,58,103,0.033154122,0.083930705,0,0.001194743,0,0.843787336,0.003584229,6611,2673,261,5,2,Neotropical,Neotropical
62,-64.33,-9.45,2070,27,59,121,0.075820896,0,0,0,0,0.922089552,0.002089552,7673,1740,260,5,2,Neotropical,Neotropical
63,-64.683,-9.35,1915,29,58,126,0.163088849,0.07751938,0,0.001788909,0,0.648181276,0.020870602,6524,2424,262,5,2,Neotropical,Neotropical
64,-64.23,-9.03,2063,25,59,82,0.17905103,0.09221128,0,0.004476276,0,0.600716204,0.030438675,6595,2686,261,5,2,Neotropical,Neotropical
65,-64.067,-8.8167,2056,20,59,92,0.125485509,0.085150881,0,0.005676725,0,0.584403944,0.024798327,6428,2516,260,5,2,Neotropical,Neotropical
66,-70.09916667,-12.56861111,3253,112,46,259,0,0.054357459,0,0,0,0.937370753,0,7294,2116,249,5,2,Neotropical,Neotropical
67,-41.04861111,-13.93444444,624,5,77,331,0.053356787,0,0,0.004983876,0,0.10466139,0.464379947,4966,1952,237,5,2,Neotropical,Neotropical
68,-77.55,-6.5833,923,32,42,2150,0,0,0,0,0,1,0,6784,2603,162,4,2,Neotropical,Neotropical
69,-77.6833,-6.6833,1115,36,43,2734,0,0,0,0,0,1,0,6024,2923,128,4,2,Neotropical,Neotropical
70,-79.2333,-5.1,1018,42,40,2135,0.000604595,0,0,0.000604595,0,0.951027811,0.008162031,5184,3087,158,4,2,Neotropical,Neotropical
71,-77.4167,-6.7167,925,33,41,1629,0,0,0,0,0,1,0,7684,2097,186,4,2,Neotropical,Neotropical
72,-39.84775278,-12.9033,596,17,50,613,0.210790094,0,0.003832547,0.115566038,0,0.03125,0.402122642,5275,1637,213,5,2,Neotropical,Neotropical
73,-39.82791667,-13.39720278,955,49,19,644,0.147897677,0,0.000294031,0.215818877,0,0.221405469,0.270802705,5698,1937,205,5,2,Neotropical,Neotropical
74,-39.82770278,-12.913175,676,25,39,513,0.221108491,0,0.003832547,0.136497642,0,0.033018868,0.35053066,5302,1651,216,5,2,Neotropical,Neotropical
75,-56.47694,-1.6683,2416,59,57,168,0.038054968,0,0.009664754,0.00422833,0,0.89640592,0.014799154,6666,2658,270,5,2,Neotropical,Neotropical
76,-56.4772,-1.66972,2416,59,57,168,0.037821483,0,0.0096823,0.00484115,0,0.894402421,0.014826021,6646,2667,270,5,2,Neotropical,Neotropical
77,-56.483,-1.74694,2416,59,57,121,0.029669997,0,0.004844081,0.006660612,0,0.899788071,0.02028459,6620,2721,270,5,2,Neotropical,Neotropical
78,-56.49583,-1.744167,2416,59,57,121,0.028407374,0,0.003928679,0.006346328,0,0.911151405,0.01631913,6667,2711,270,5,2,Neotropical,Neotropical
79,-56.4861,-1.7572,2416,59,57,120,0.027190332,0,0.003021148,0.006344411,0,0.914803625,0.016616314,6727,2659,270,5,2,Neotropical,Neotropical
80,-56.50083,-1.74389,2377,55,57,144,0.027509069,0,0.003022975,0.005743652,0,0.915054414,0.016324063,6687,2700,270,5,2,Neotropical,Neotropical
81,-56.3825,-1.75361,2416,59,57,91,0.027198549,0,0.006648534,0.000604412,0,0.935327894,0.011786038,6915,2512,270,5,2,Neotropical,Neotropical
82,-56.39278,-1.7456,2416,59,57,119,0.032306763,0,0.008152174,0.001509662,0,0.921195652,0.013888889,6779,2618,270,5,2,Neotropical,Neotropical
83,-56.389167,-1.74583,2416,59,57,119,0.029909366,0,0.0081571,0.000906344,0,0.927190332,0.013293051,6803,2601,270,5,2,Neotropical,Neotropical
84,-56.4183,-1.723,2416,59,57,110,0.047676524,0.001508751,0.009656005,0.005431503,0,0.866324683,0.021122511,6543,2701,270,5,2,Neotropical,Neotropical
85,-56.44583,-1.69472,2416,59,57,136,0.048655183,0.001511031,0.009670595,0.006648534,0,0.860078574,0.022665458,6463,2691,270,5,2,Neotropical,Neotropical
86,-56.45972,-1.62972,2457,69,55,137,0.033182504,0.001508296,0.009653092,0.002714932,0,0.912820513,0.009049774,6853,2572,270,5,2,Neotropical,Neotropical
87,-56.501389,-1.7361,2377,55,57,144,0.028398792,0,0.003927492,0.006646526,0,0.910271903,0.016616314,6695,2694,270,5,2,Neotropical,Neotropical
88,-56.484167,-1.767,2416,59,57,120,0.023543616,0,0.000603682,0.005734983,0,0.926652581,0.016299427,6889,2528,270,5,2,Neotropical,Neotropical
89,-56.411389,-1.7256,2416,59,57,119,0.044807751,0.001513775,0.009688162,0.004541326,0,0.877686951,0.018468059,6587,2694,270,5,2,Neotropical,Neotropical
90,-56.402,-1.745278,2416,59,57,119,0.034753702,0,0.008461771,0.003928679,0,0.906013901,0.014808099,6696,2674,270,5,2,Neotropical,Neotropical
91,-51.6,-1.95,2224,57,55,43,0,0,0,0,0,1,0,6931,2471,267,5,2,Neotropical,Neotropical
92,-59.01694444,-14.95188889,1565,11,70,665,0.07284962,0,0,0.016091281,0,0.822118198,0.078993563,6628,1926,227,5,2,Neotropical,Neotropical
93,-55.86666667,-15.31666667,1442,13,62,384,0.012873025,0,0,0,0,0.059391457,0.885605617,5933,1506,239,5,2,Neotropical,Neotropical
94,-50.93333333,0.45,2171,21,68,18,0.047936893,0.00151699,0,0.015473301,0,0.092536408,0.5,5050,1965,269,5,2,Neotropical,Neotropical
95,-55.95459444,-15.35073056,1413,13,64,231,0.004085206,0.000875401,0.001459002,0,0,0.061861687,0.91421068,5696,1593,248,5,2,Neotropical,Neotropical
96,-48.88918333,-26.31571389,1692,78,34,18,0.159782609,0.004619565,0.254891304,0.062771739,0,0.404076087,0.01576087,6151,2186,207,5,2,Neotropical,Neotropical
97,-77.73333333,-2.116666667,3376,220,14,663,0,0.000606796,0,0,0,0.998179612,0,6225,2868,225,5,2,Neotropical,Neotropical
98,-59.97253333,-2.932777778,2197,80,40,84,0.106569785,0.00121102,0.112624886,0.000302755,0,0.765667575,0.002724796,6708,2040,272,5,2,Neotropical,Neotropical
99,-57.49573611,-30.20556389,1324,66,24,55,0.448711205,0.101788532,0.001315097,0.132824829,0,0.058127301,0.01946344,4825,2312,197,4,2,Neotropical,Neotropical
100,-44.841,-23.18999,1925,56,54,1300,0.011689396,0,0,0.022543835,0,0.752017812,0.20484275,7803,1533,179,5,2,Neotropical,Neotropical
101,-49.641754,-28.153369,1705,112,16,1469,0.014430786,0,0,0.005344735,0,0.764297167,0.065740246,7259,1126,136,5,2,Neotropical,Neotropical
102,-49.6369,-28.161303,1705,112,16,1469,0.015240642,0,0,0.005882353,0,0.754010695,0.061229947,7236,1151,136,5,2,Neotropical,Neotropical
103,-49.645866,-28.165583,1705,112,16,1469,0.014434643,0,0,0.006682705,0,0.743384122,0.07457899,7237,1128,136,5,2,Neotropical,Neotropical
104,-49.618971,-28.15274,1705,112,16,1589,0.01340842,0,0,0.005363368,0,0.765084473,0.045320461,7226,1184,136,5,2,Neotropical,Neotropical
105,-49.635256,-28.141943,1705,112,16,1469,0.012032086,0,0,0.004278075,0,0.793048128,0.054812834,7290,1112,136,5,2,Neotropical,Neotropical
106,-49.63666667,-28.16083333,1705,112,16,1469,0.014981273,0,0,0.0058855,0,0.754414125,0.06153023,7236,1151,136,5,2,Neotropical,Neotropical
107,-60.26666667,-3.666666667,2158,68,42,30,0.238181818,0.058484848,0,0,0,0.669393939,0.004545455,6872,2122,272,5,2,Neotropical,Neotropical
108,-45.73333333,-15.16666667,1189,4,88,768,0.054513482,0,0,0.000293083,0,0.00996483,0.89126612,5636,984,229,5,2,Neotropical,Neotropical
109,-64.27870556,-36.89336111,558,18,43,148,0.30089784,0.03251638,0,0.001698617,0,0.117204562,0.479737928,4186,1507,153,4,2,Neotropical,Neotropical
110,-68.1792862,-21.7458715,51,0,165,3888,0,0,0,0,0.051224317,0,0.641992682,566,248,40,4,2,Neotropical,Neotropical
111,-69.1833,-19.6833,60,0,145,3526,0,0,0,0.000570451,0,0,0.341985168,1134,185,102,4,2,Neotropical,Neotropical
112,-69.5597273,-18.1969907,191,0,164,3706,0,0,0,0.072271811,0.010653614,0.000863807,0.361934927,1100,418,81,4,2,Neotropical,Neotropical
113,-68.167,-21.73,51,0,165,3888,0,0,0,0,0.012935883,0,0.632170979,573,302,40,4,2,Neotropical,Neotropical
114,-69.67391968,-20.47204895,0,0,0,989,0.001988636,0,0.045170455,0.015909091,0,0.002556818,0.016193182,1356,621,162,4,2,Neotropical,Neotropical
115,-69.16666667,-18.25,306,0,139,4787,0,0.102534562,0,0.005760369,0.036578341,0.002304147,0.63421659,726,1123,15,4,2,Neotropical,Neotropical
116,-70.7878928,-35.8214266,844,15,80,1421,0.124013807,0.001972387,0,0.00147929,0,0.05300789,0.581114398,1991,2419,70,4,2,Neotropical,Neotropical
117,-72.11666667,-36.6,930,10,86,126,0.40542522,0,0.060361681,0.007331378,0,0.200635386,0.148826979,5489,1494,133,4,2,Neotropical,Neotropical
118,-67.9952126,-23.1898058,42,0,150,2684,0,0,0,0,0,0,0.000557258,764,295,106,4,2,Neotropical,Neotropical
119,-70.4324105,-34.9611935,762,12,82,2452,0,0,0,0.001991536,0.11102813,0,0.625093353,788,1533,40,4,2,Neotropical,Neotropical
120,-70.9279843,-33.0838906,364,1,105,623,0.032545131,0,0.001525553,0.066107297,0,0.016781083,0.681922197,4090,1417,135,4,2,Neotropical,Neotropical
121,-70.9944154,-35.4763524,996,14,85,1333,0.269401878,0.000494315,0,0.001730104,0,0.385071676,0.235541275,4978,3154,83,4,2,Neotropical,Neotropical
122,-70.33611111,-18.37852778,0,0,0,18,0.001720183,0.395928899,0.020642202,0,0,0,0.004873853,-740,1940,187,4,2,Neotropical,Neotropical
123,-73.24583333,-39.8141667,2260,62,60,8,0.039476758,0.155337538,0.049053959,0.005839757,0,0.683017986,0.010745153,6169,3508,112,4,2,Neotropical,Neotropical
124,-71.10277778,-32.9702778,377,0,109,947,0.057790224,0,0.000254582,0.009164969,0,0.026476578,0.852342159,5224,1177,134,4,2,Neotropical,Neotropical
125,-73.91416667,-38.3708333,1222,30,62,71,0.028802666,0.852178053,0.001904308,0.000952154,0,0.086646037,0.004046656,-1736,3400,121,NA,NA,NA,Neotropical
126,-73.96666667,-42.15,2373,92,48,342,0.000450857,0.064923354,0,0,0,0.922903517,0.004283138,7561,2843,103,4,2,Neotropical,Neotropical
127,-72.11425781,-40.67647213,1822,56,48,737,0.005303205,0.000691722,0,0.004842057,0,0.848973945,0.047037122,6923,3081,67,4,2,Neotropical,Neotropical
128,-72.9981552,-37.7926907,1525,29,75,1169,0.0117506,0,0,0,0,0.892805755,0.038369305,7453,1437,81,4,2,Neotropical,Neotropical
129,-70.7520907,-34.8048517,1035,9,90,1074,0.030189621,0,0,0.00499002,0,0.523203593,0.318862275,5330,2239,104,4,2,Neotropical,Neotropical
130,-73.74388889,-40.605,1927,63,52,111,0.000692361,0.413801062,0.001153935,0,0,0.581121625,0.00230787,3391,5616,99,4,2,Neotropical,Neotropical
131,-72.35,-37.4666667,1214,21,78,143,0.212216321,0,0.038145823,0.021245775,0,0.376146789,0.078705939,6236,1515,134,4,2,Neotropical,Neotropical
132,-56.29861111,-16.36722222,1257,14,66,128,0.006966618,0.010740203,0,0,0,0.471988389,0.181132075,6321,1367,261,5,2,Neotropical,Neotropical
133,-39.241,-13.84,1897,114,16,196,0.000293686,0.000587372,0,0.038179148,0,0.960352423,0,6715,2564,232,5,2,Neotropical,Neotropical
134,-48.8925,-27.09861111,1661,87,26,79,0.106314085,0,0.04695089,0.014301133,0,0.764166217,0.006206152,7410,1515,195,5,2,Neotropical,Neotropical
135,-71.35,-42.91666667,698,27,52,639,0.029937444,0.00893655,0.010723861,0.003798034,0,0.118409294,0.337578195,3763,1603,80,4,2,Neotropical,Neotropical
136,-50.16666667,-29.46666667,1922,134,8,706,0.005546751,0,0,0.032223983,0,0.949550977,0,8312,797,157,5,2,Neotropical,Neotropical
137,-47.89777778,-15.94083333,1696,7,78,1092,0.061645827,0.000581564,0.021517883,0.000581564,0,0.069787729,0.698168072,5121,1625,208,5,2,Neotropical,Neotropical
